Id;Name;Description;ServerName;TopicName;Address;Coef;Offset;LogEnabled;AlEnabled;AlBool;MemTag;MbsTcpEnabled;MbsTcpFloat;SnmpEnabled;RTLogEnabled;AlAutoAck;ForceRO;SnmpOID;AutoType;AlHint;AlHigh;AlLow;AlTimeDB;AlLevelDB;IVGroupA;IVGroupB;IVGroupC;IVGroupD;PageId;RTLogWindow;RTLogTimer;LogDB;LogTimer;AlLoLo;AlHiHi;MbsTcpRegister;MbsTcpCoef;MbsTcpOffset;EEN;ETO;ECC;ESU;EAT;ESH;SEN;STO;SSU;TEN;TSU;FEN;FFN;FCO;KPI;UseCustomUnit;Type;Unit;AlStat;ChangeTime;TagValue;TagQuality;AlType
210;I3_4;;MODBUS;A;30273E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 3 voie 4;0.000000;0.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 3 voie 4;;0;8;"0000000000,gsm,0;";Defaut courant phase 3 voie 4;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
211;I3_5;;MODBUS;A;30313E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 3 voie 5;0.000000;0.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 3 voie 5;;0;8;"0000000000,gsm,0;";Defaut courant phase 3 voie 5;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
212;I3_6;;MODBUS;A;30353E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 3 voie 6;0.000000;0.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 3 voie 6;;0;8;"0000000000,gsm,0;";Defaut courant phase 3 voie 6;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
213;I3_7;;MODBUS;A;30393E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 3 voie 7;0.000000;0.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 3 voie 7;;0;8;"0000000000,gsm,0;";Defaut courant phase 3 voie 7;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
214;I3_8;;MODBUS;A;30433E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 3 voie 8;0.000000;0.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 3 voie 8;;0;8;"0000000000,gsm,0;";Defaut courant phase 3 voie 8;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
215;I3_9;;MODBUS;A;30473E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 3 voie 9;250.000000;10.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;280;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 3 voie 9;;0;8;"0000000000,gsm,0;";Defaut courant phase 3 voie 9;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
216;In_1;Courant de neutre;MODBUS;A;30497E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant neutre voie 1;0.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant neutre voie 1;;0;8;"0000000000,gsm,0;";Defaut courant neutre voie 1;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
217;In_2;Courant de neutre;MODBUS;A;30505E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant neutre voie 2;0.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant neutre voie 2;;0;8;"0000000000,gsm,0;";Defaut courant neutre voie 2;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
218;In_3;Courant de neutre;MODBUS;A;30513E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant neutre voie 3;0.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant neutre voie 3;;0;8;"0000000000,gsm,0;";Defaut courant neutre voie 3;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
219;In_4;Courant de neutre;MODBUS;A;30537E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant neutre voie 4;0.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant neutre voie 4;;0;8;"0000000000,gsm,0;";Defaut courant neutre voie 4;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
220;In_5;Courant de neutre;MODBUS;A;30545E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant neutre voie 5;0.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant neutre voie 5;;0;8;"0000000000,gsm,0;";Defaut courant neutre voie 5;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
221;In_6;Courant de neutre;MODBUS;A;30553E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant neutre voie 6;0.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant neutre voie 6;;0;8;"0000000000,gsm,0;";Defaut courant neutre voie 6;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
222;In_7;Courant de neutre ;MODBUS;A;30577E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant neutre voie 7;0.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant neutre voie 7;;0;8;"0000000000,gsm,0;";Defaut courant neutre voie 7;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
223;In_8;Courant de neutre;MODBUS;A;30585E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant neutre voie 8;0.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant neutre voie 8;;0;8;"0000000000,gsm,0;";Defaut courant neutre voie 8;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
224;In_9;Courant de neutre;MODBUS;A;30617E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant neutre voie 9;0.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant neutre voie 9;;0;8;"0000000000,gsm,0;";Defaut courant neutre voie 9;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
225;Consigne_In;Consigne I nominal sur la voie 9;MEM;RET;Consigne_In;1.000000;0.000000;0;0;0;1;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;0;1;5;600;10;-1.000000;0;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;2;AMP;0;15/12/2020 16:23;0;65472;0
226;Consigne_I_Max;Consigne I Max par phase sur les voies 1 a 8;MEM;RET;Consigne_I_Max;1.000000;0.000000;0;0;0;1;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;0;1;5;600;10;-1.000000;0;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;2;AMP;0;15/12/2020 16:23;0;65472;0
227;Consigne_In_Max;Consigne I Max sur le neutre sur les voies 1 a 9;MEM;RET;Consigne_In_Max;1.000000;0.000000;0;0;0;1;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;0;1;5;600;10;-1.000000;0;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;2;AMP;0;15/12/2020 16:23;0;65472;0
228;ALIMENTATION;Defaillance tensions. alimentation du coffret sur batterie;EWON;;DI2;1.000000;0.000000;0;1;0;0;0;0;0;0;1;0;1;0;Defaut alimentation;0.000000;0.000000;0;0.000000;0;0;0;0;7;600;10;-1.000000;0;;;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut alimentation;;0;8;"0000000000,gsm,0;";Defaut alimentation;0;;0;;;0;0;0;;2;15/12/2020 16:23;0;65472;3
229;hz2;;MODBUS;A;32303W;0.010000;0.000000;0;0;0;0;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;1;0;0;0;3;600;10;-1.000000;0;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;;0;01/01/1970 01:00;0;24;0
230;V2;;MODBUS;A;30077E;0.010000;0.000000;0;1;0;0;0;0;0;0;1;0;1;0;Defaut de tension V2;600.000000;100.000000;0;0.000000;1;0;0;0;3;600;10;-1.000000;5;;;1;0.010000;0.000000;8;xxx@xxx.fr;;Defaut de tension V2;;0;8;"0000000000,gsm,0;";Defaut de tension V2;0;;0;;;0;0;1;VLT;0;01/01/1970 01:00;0;24;0
231;V3;;MODBUS;A;30083E;0.010000;0.000000;0;1;0;0;0;0;0;0;1;0;1;0;Defaut de tension V3;600.000000;100.000000;0;0.000000;1;0;0;0;3;600;10;-1.000000;5;;;1;0.010000;0.000000;8;xxx@xxx.fr;;Defaut de tension V3;;0;8;"0000000000,gsm,0;";Defaut de tension V3;0;;0;;;0;0;1;VLT;0;01/01/1970 01:00;0;24;0
232;V1-MOY;;MODBUS;A;35961E;0.010000;0.000000;0;0;0;0;0;0;0;0;1;0;1;0;;253.000000;207.000000;0;0.000000;1;0;0;0;3;600;10;-1.000000;5;;;1;0.010000;0.000000;;;;;;;;;;;;;;;0;0;1;VLT;0;01/01/1970 01:00;0;24;0
233;V1-MOY2;;MODBUS;A;35962E;0.010000;0.000000;0;0;0;0;0;0;0;0;1;0;1;0;Défaut de tension V1;253.000000;207.000000;0;0.000000;1;0;0;0;3;600;10;-1.000000;5;;;1;0.010000;0.000000;;;;;;;;;;;;;;;0;0;2;;0;01/01/1970 01:00;0;24;0
234;V1-Min;;MODBUS;A;35963E;0.010000;0.000000;0;0;0;0;0;0;0;0;1;0;1;0;;253.000000;207.000000;0;0.000000;1;0;0;0;3;600;10;-1.000000;5;;;1;0.010000;0.000000;;;;;;;;;;;;;;;0;0;1;VLT;0;01/01/1970 01:00;0;24;0
235;I1_1_Demand;;MODBUS;A;36001E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;Défaut courant phase 1 voie 1;190.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;;0;01/01/1970 01:00;0;24;0
236;WhatchdogDDS;;EWON;;DI3;1.000000;0.000000;0;1;1;0;0;0;0;0;1;0;1;0;Defailance DDS (contact);0.000000;0.000000;0;0.000000;0;0;0;0;7;600;10;-1.000000;0;;;1;1.000000;0.000000;8;xxx@xxx.fr;;Defailance DDS (contact);;0;8;"0000000000,gsm,0;";Defailance DDS (contact);0;;0;;;0;0;0;;0;15/12/2020 16:23;0;65472;0
237;PorteOuverte;Contact ouverture de porte. Allume eclairage;EWON;;DI4;1.000000;0.000000;0;1;0;0;0;0;0;0;1;0;1;0;Detection ouverture de porte;0.000000;0.000000;0;0.000000;0;0;0;0;7;600;10;-1.000000;0;;;1;1.000000;0.000000;8;xxx@xxx.fr;;Ouverture de porte;;0;8;"0000000000,gsm,0;";Ouverture de porte;0;;0;;;0;0;0;;2;15/12/2020 16:23;0;65472;3
238;Mouvement;Detection de mouvements Allume eclairage;EWON;;DI5;1.000000;0.000000;0;1;0;0;0;0;0;0;1;0;1;0;Detection de mouvement;0.000000;0.000000;0;0.000000;0;0;0;0;7;600;10;-1.000000;0;;;1;1.000000;0.000000;;;;Defaut alimentation;;;;;Defaut alimentation;;;;;;0;0;0;;2;15/12/2020 16:23;0;65472;3
239;Inondation;Detection Inondation;EWON;;DI6;1.000000;0.000000;0;1;0;0;0;0;0;0;1;0;1;0;Detection inondation;0.000000;0.000000;0;0.000000;0;0;0;0;7;600;10;-1.000000;0;;;1;1.000000;0.000000;8;xxx@xxx.fr;;Detection inondation;;0;8;"0000000000,gsm,0;";Detection inondation;0;;0;;;0;0;0;;2;15/12/2020 16:23;0;65472;3
240;Fumees;Detection de fumees;EWON;;DI7;1.000000;0.000000;0;1;1;0;0;0;0;0;1;0;1;0;Detection de fumee;0.000000;0.000000;0;0.000000;0;0;0;0;7;600;10;-1.000000;0;;;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut alimentation;;0;8;"0000000000,gsm,0;";Defaut alimentation;0;;0;;;0;0;0;;0;15/12/2020 16:23;0;65472;0
241;Humidite_Poste;Mesure humidite du poste (0-10V coeff 0.1) Capteur 0 -10V 0V -> 0 10V -> 65535;EWON;;AI2;0.005722;-37.700001;1;1;0;0;0;0;0;0;1;0;1;1;Depassement seuil humidite poste;0.000000;0.000000;0;0.000000;1;0;0;0;8;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Depassement seuil humidite poste;;0;8;"0000000000,gsm,0;";Depassement seuil humidite poste;0;;0;;;0;0;2;P1;2;15/12/2020 16:27;-37;65472;2
242;Temperature_Poste;Mesure temperature du posteÃ‚Â¶ T= 1,8929*VÃ‚Â²-32,555*V+94,348Ã‚Â¶capteur 0 -10VÃ‚Â¶0V -> 0Ã‚Â¶10V -> 65535;EWON;;AI1;-0.003587;84.750999;1;0;0;0;0;0;0;0;1;0;1;1;;0.000000;0.000000;0;0.000000;0;0;0;0;8;600;10;-1.000000;5;;0;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;2;CEL;0;15/12/2020 16:27;84;65472;0
243;V1-Max;;MODBUS;A;35965E;0.010000;0.000000;0;0;0;0;0;0;0;0;1;0;1;0;;253.000000;207.000000;0;0.000000;1;0;0;0;3;600;10;-1.000000;5;;;1;0.010000;0.000000;;;;;;;;;;;;;;;0;0;1;VLT;0;01/01/1970 01:00;0;24;0
244;V2-Moy;;MODBUS;A;35967E;0.010000;0.000000;0;0;0;0;0;0;0;0;1;0;1;0;;253.000000;207.000000;0;0.000000;1;0;0;0;3;600;10;-1.000000;5;;;1;0.010000;0.000000;;;;;;;;;;;;;;;0;0;1;VLT;0;01/01/1970 01:00;0;24;0
245;V2-Min;;MODBUS;A;35969E;0.010000;0.000000;0;0;0;0;0;0;0;0;1;0;1;0;;253.000000;207.000000;0;0.000000;1;0;0;0;3;600;10;-1.000000;5;;;1;0.010000;0.000000;;;;;;;;;;;;;;;0;0;1;VLT;0;01/01/1970 01:00;0;24;0
246;V2-Max;;MODBUS;A;35971E;0.010000;0.000000;0;0;0;0;0;0;0;0;1;0;1;0;;253.000000;207.000000;0;0.000000;1;0;0;0;3;600;10;-1.000000;5;;;1;0.010000;0.000000;;;;;;;;;;;;;;;0;0;1;VLT;0;01/01/1970 01:00;0;24;0
247;V3-Moy;;MODBUS;A;35973E;0.010000;0.000000;0;0;0;0;0;0;0;0;1;0;1;0;;253.000000;207.000000;0;0.000000;1;0;0;0;3;600;10;-1.000000;5;;;1;0.010000;0.000000;;;;;;;;;;;;;;;0;0;1;VLT;0;01/01/1970 01:00;0;24;0
248;V3-Min;;MODBUS;A;35975E;0.010000;0.000000;0;0;0;0;0;0;0;0;1;0;1;0;;253.000000;207.000000;0;0.000000;1;0;0;0;3;600;10;-1.000000;5;;;1;0.010000;0.000000;;;;;;;;;;;;;;;0;0;1;VLT;0;01/01/1970 01:00;0;24;0
249;V3-Max;;MODBUS;A;35977E;0.010000;0.000000;0;0;0;0;0;0;0;0;1;0;1;0;;253.000000;207.000000;0;0.000000;1;0;0;0;3;600;10;-1.000000;5;;;1;0.010000;0.000000;;;;;;;;;;;;;;;0;0;1;VLT;0;01/01/1970 01:00;0;24;0
250;V12-Moy;;MODBUS;A;35979E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;450.000000;0.000000;0;0.000000;1;0;0;0;3;600;10;-1.000000;5;;;1;0.010000;0.000000;;;;;;;;;;;;;;;0;0;1;VLT;0;01/01/1970 01:00;0;24;0
251;V12-Min;;MODBUS;A;35981E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;450.000000;0.000000;0;0.000000;1;0;0;0;3;600;10;-1.000000;5;;;1;0.010000;0.000000;;;;;;;;;;;;;;;0;0;1;VLT;0;01/01/1970 01:00;0;24;0
252;V12-Max;;MODBUS;A;35983E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;450.000000;0.000000;0;0.000000;1;0;0;0;3;600;10;-1.000000;5;;;1;0.010000;0.000000;;;;;;;;;;;;;;;0;0;1;VLT;0;01/01/1970 01:00;0;24;0
253;V23-Moy;;MODBUS;A;35985E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;450.000000;0.000000;0;0.000000;1;0;0;0;3;600;10;-1.000000;3;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;VLT;0;01/01/1970 01:00;0;24;0
254;V23-Min;;MODBUS;A;35987E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;450.000000;0.000000;0;0.000000;1;0;0;0;3;600;10;-1.000000;3;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;VLT;0;01/01/1970 01:00;0;24;0
255;V23-Max;;MODBUS;A;35989E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;450.000000;0.000000;0;0.000000;1;0;0;0;3;600;10;-1.000000;3;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;VLT;0;01/01/1970 01:00;0;24;0
256;V31-Moy;;MODBUS;A;35991E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;450.000000;0.000000;0;0.000000;1;0;0;0;3;600;10;-1.000000;3;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;VLT;0;01/01/1970 01:00;0;24;0
257;V31-Min;;MODBUS;A;35993E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;450.000000;0.000000;0;0.000000;1;0;0;0;3;600;10;-1.000000;3;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;VLT;0;01/01/1970 01:00;0;24;0
258;V31-Max;;MODBUS;A;35995E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;450.000000;0.000000;0;0.000000;1;0;0;0;3;600;10;-1.000000;3;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;VLT;0;01/01/1970 01:00;0;24;0
259;I1_1-Max;;MODBUS;A;36003E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
260;I1_2-Demand;;MODBUS;A;36035E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
261;I1_3-Demand;;MODBUS;A;36069E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
262;I1_4-Demand;;MODBUS;A;36103E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
263;I1_5-Demand;;MODBUS;A;36137E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
264;I1_6-Demand;;MODBUS;A;36171E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
265;I1_7-Demand;;MODBUS;A;36205E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
266;I1_8-Demand;;MODBUS;A;36239E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
267;I1_9-Demand;;MODBUS;A;36273E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
268;I1_10-Demand;;MODBUS;A;36307E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
269;I1_11-Demand;;MODBUS;A;36341E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
270;I1_12-Demand;;MODBUS;A;36375E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
271;I1_13-Demand;;MODBUS;A;36409E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
272;I1_2-Max;;MODBUS;A;36037E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
273;I1_3-Max;;MODBUS;A;36071E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
274;I1_4-Max;;MODBUS;A;36105E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
275;I1_5-Max;;MODBUS;A;36139E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
276;I1_6-Max;;MODBUS;A;36173E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
277;I1_7-Max;;MODBUS;A;36207E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
278;I1_8-Max;;MODBUS;A;36241E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
279;I1_9-Max;;MODBUS;A;36275E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
280;I1_10-Max;;MODBUS;A;36309E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
281;I1_11-Max;;MODBUS;A;36343E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
282;I1_12-Max;;MODBUS;A;36377E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
283;I1_13-Max;;MODBUS;A;36411E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
284;I2_1-Demand;;MODBUS;A;36009E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
285;I2_2-Demand;;MODBUS;A;36043E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
286;I2_3-Demand;;MODBUS;A;36077E;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;177.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
